t,u,v,w,VT,phi,theta,psi,XE,YE,ZE,elevR,elevL,flapR,flapL,canard,rudder,alpha,beta
73.778,932.510,93.308,-9.489,937.215,-0.256,-0.034,0.026,68772.103,5116.658,-21898.833,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
73.788,932.510,93.308,-9.489,937.215,-0.256,-0.034,0.026,68781.408,5117.777,-21898.820,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
73.798,932.510,93.308,-9.489,937.215,-0.256,-0.034,0.026,68790.713,5118.895,-21898.808,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
73.808,932.510,93.308,-9.489,937.215,-0.256,-0.034,0.026,68800.018,5120.013,-21898.795,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
73.818,932.510,93.308,-9.489,937.215,-0.256,-0.034,0.026,68809.324,5121.132,-21898.782,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
73.828,932.510,93.308,-9.489,937.215,-0.256,-0.034,0.026,68818.629,5122.250,-21898.769,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
73.838,932.510,93.308,-9.489,937.215,-0.256,-0.034,0.026,68827.934,5123.368,-21898.756,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
73.848,932.510,93.308,-9.489,937.215,-0.256,-0.034,0.026,68837.239,5124.487,-21898.743,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
73.858,932.510,93.308,-9.489,937.215,-0.256,-0.034,0.026,68846.544,5125.605,-21898.731,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
73.868,932.510,93.308,-9.489,937.215,-0.256,-0.034,0.026,68855.849,5126.723,-21898.718,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
73.878,932.510,93.308,-9.489,937.215,-0.256,-0.034,0.026,68865.155,5127.841,-21898.705,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
73.888,932.510,93.308,-9.489,937.215,-0.256,-0.034,0.026,68874.460,5128.959,-21898.692,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
73.898,932.510,93.308,-9.489,937.215,-0.256,-0.034,0.026,68883.765,5130.078,-21898.679,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
73.908,932.510,93.308,-9.489,937.215,-0.256,-0.034,0.026,68893.070,5131.196,-21898.666,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
73.918,932.510,93.308,-9.489,937.215,-0.256,-0.034,0.026,68902.375,5132.314,-21898.654,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
73.928,932.510,93.308,-9.489,937.215,-0.256,-0.034,0.026,68911.681,5133.432,-21898.641,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
73.938,932.510,93.308,-9.489,937.215,-0.256,-0.034,0.026,68920.986,5134.550,-21898.628,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
73.948,932.510,93.308,-9.489,937.215,-0.256,-0.034,0.026,68930.291,5135.668,-21898.615,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
73.958,932.510,93.308,-9.489,937.215,-0.256,-0.034,0.026,68939.596,5136.786,-21898.602,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
73.968,932.510,93.308,-9.489,937.215,-0.256,-0.034,0.026,68948.901,5137.904,-21898.589,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
73.978,932.510,93.308,-9.489,937.215,-0.256,-0.034,0.026,68958.207,5139.022,-21898.577,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
73.988,932.510,93.308,-9.489,937.215,-0.256,-0.034,0.026,68967.512,5140.140,-21898.564,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
73.998,932.510,93.308,-9.489,937.215,-0.256,-0.034,0.026,68976.817,5141.258,-21898.551,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
74.008,932.510,93.308,-9.489,937.215,-0.256,-0.034,0.026,68986.122,5142.376,-21898.538,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
74.018,932.510,93.308,-9.488,937.215,-0.256,-0.034,0.026,68995.428,5143.494,-21898.525,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
74.028,932.510,93.308,-9.488,937.215,-0.256,-0.034,0.026,69004.733,5144.612,-21898.512,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
74.038,932.510,93.308,-9.488,937.215,-0.256,-0.034,0.026,69014.038,5145.730,-21898.500,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
74.048,932.510,93.308,-9.488,937.215,-0.256,-0.034,0.026,69023.343,5146.848,-21898.487,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
74.058,932.510,93.308,-9.488,937.215,-0.256,-0.034,0.026,69032.648,5147.966,-21898.474,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
74.068,932.510,93.308,-9.488,937.215,-0.256,-0.034,0.026,69041.954,5149.084,-21898.461,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
74.078,932.510,93.308,-9.488,937.215,-0.256,-0.034,0.026,69051.259,5150.202,-21898.448,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
74.088,932.510,93.308,-9.488,937.215,-0.256,-0.034,0.026,69060.564,5151.320,-21898.436,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
74.098,932.510,93.308,-9.488,937.215,-0.256,-0.034,0.026,69069.869,5152.438,-21898.423,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
74.108,932.510,93.308,-9.488,937.215,-0.256,-0.034,0.026,69079.175,5153.556,-21898.410,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
74.118,932.510,93.308,-9.488,937.215,-0.256,-0.034,0.026,69088.480,5154.673,-21898.397,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
74.128,932.510,93.308,-9.488,937.215,-0.256,-0.034,0.026,69097.785,5155.791,-21898.384,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
74.138,932.510,93.308,-9.488,937.215,-0.256,-0.034,0.026,69107.090,5156.909,-21898.371,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
74.148,932.510,93.308,-9.488,937.215,-0.256,-0.034,0.026,69116.396,5158.027,-21898.359,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
74.158,932.510,93.308,-9.488,937.215,-0.256,-0.034,0.026,69125.701,5159.144,-21898.346,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
74.168,932.510,93.308,-9.488,937.215,-0.256,-0.034,0.026,69135.006,5160.262,-21898.333,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
74.178,932.510,93.308,-9.488,937.215,-0.256,-0.034,0.026,69144.311,5161.380,-21898.320,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
74.188,932.510,93.308,-9.488,937.215,-0.256,-0.034,0.026,69153.617,5162.498,-21898.307,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
74.198,932.510,93.308,-9.488,937.215,-0.256,-0.034,0.026,69162.922,5163.615,-21898.295,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
74.208,932.510,93.308,-9.488,937.215,-0.256,-0.034,0.026,69172.227,5164.733,-21898.282,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
74.218,932.510,93.308,-9.488,937.215,-0.256,-0.034,0.026,69181.532,5165.851,-21898.269,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
74.228,932.510,93.308,-9.488,937.215,-0.256,-0.034,0.026,69190.838,5166.968,-21898.256,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
74.238,932.510,93.308,-9.488,937.215,-0.256,-0.034,0.026,69200.143,5168.086,-21898.243,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
74.248,932.510,93.308,-9.488,937.215,-0.256,-0.034,0.026,69209.448,5169.203,-21898.231,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
74.258,932.510,93.308,-9.488,937.215,-0.256,-0.034,0.026,69218.753,5170.321,-21898.218,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
74.268,932.510,93.308,-9.488,937.215,-0.256,-0.034,0.026,69228.059,5171.439,-21898.205,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
74.278,932.510,93.308,-9.487,937.215,-0.256,-0.034,0.026,69237.364,5172.556,-21898.192,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
74.288,932.510,93.308,-9.487,937.215,-0.256,-0.034,0.026,69246.669,5173.674,-21898.179,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
74.298,932.510,93.308,-9.487,937.215,-0.256,-0.034,0.026,69255.975,5174.791,-21898.167,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
74.308,932.510,93.308,-9.487,937.215,-0.256,-0.034,0.026,69265.280,5175.909,-21898.154,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
74.318,932.510,93.308,-9.487,937.215,-0.256,-0.034,0.026,69274.585,5177.026,-21898.141,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
74.328,932.510,93.308,-9.487,937.215,-0.256,-0.034,0.026,69283.890,5178.144,-21898.128,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
74.338,932.510,93.308,-9.487,937.215,-0.256,-0.034,0.026,69293.196,5179.261,-21898.115,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
74.348,932.510,93.308,-9.487,937.215,-0.256,-0.034,0.026,69302.501,5180.379,-21898.102,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
74.358,932.510,93.308,-9.487,937.215,-0.256,-0.034,0.026,69311.806,5181.496,-21898.090,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
74.368,932.510,93.308,-9.487,937.215,-0.256,-0.034,0.026,69321.112,5182.613,-21898.077,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
74.378,932.510,93.308,-9.487,937.215,-0.256,-0.034,0.026,69330.417,5183.731,-21898.064,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
74.388,932.510,93.308,-9.487,937.215,-0.256,-0.034,0.026,69339.722,5184.848,-21898.051,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
74.398,932.510,93.308,-9.487,937.215,-0.256,-0.034,0.026,69349.027,5185.966,-21898.039,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
74.408,932.510,93.308,-9.487,937.215,-0.256,-0.034,0.026,69358.333,5187.083,-21898.026,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
74.418,932.510,93.308,-9.487,937.215,-0.256,-0.034,0.026,69367.638,5188.200,-21898.013,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
74.428,932.510,93.308,-9.487,937.215,-0.256,-0.034,0.026,69376.943,5189.317,-21898.000,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
74.438,932.510,93.308,-9.487,937.215,-0.256,-0.034,0.026,69386.249,5190.435,-21897.987,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
74.448,932.510,93.308,-9.487,937.215,-0.256,-0.034,0.026,69395.554,5191.552,-21897.975,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
74.458,932.510,93.308,-9.487,937.215,-0.256,-0.034,0.026,69404.859,5192.669,-21897.962,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
74.468,932.510,93.308,-9.487,937.215,-0.256,-0.034,0.026,69414.165,5193.787,-21897.949,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
74.478,932.510,93.308,-9.487,937.215,-0.256,-0.034,0.026,69423.470,5194.904,-21897.936,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
74.488,932.510,93.308,-9.487,937.215,-0.256,-0.034,0.026,69432.775,5196.021,-21897.923,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
74.498,932.510,93.308,-9.487,937.215,-0.256,-0.034,0.026,69442.081,5197.138,-21897.911,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
74.508,932.510,93.308,-9.487,937.215,-0.256,-0.034,0.026,69451.386,5198.255,-21897.898,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
74.518,932.510,93.308,-9.486,937.215,-0.256,-0.034,0.026,69460.691,5199.372,-21897.885,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
74.528,932.510,93.308,-9.486,937.215,-0.256,-0.034,0.026,69469.996,5200.490,-21897.872,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
74.538,932.510,93.308,-9.486,937.215,-0.256,-0.034,0.026,69479.302,5201.607,-21897.859,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
74.548,932.510,93.308,-9.486,937.215,-0.256,-0.034,0.026,69488.607,5202.724,-21897.847,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
74.558,932.510,93.308,-9.486,937.215,-0.256,-0.034,0.026,69497.912,5203.841,-21897.834,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
74.568,932.510,93.308,-9.486,937.215,-0.256,-0.034,0.026,69507.218,5204.958,-21897.821,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
74.578,932.510,93.308,-9.486,937.215,-0.256,-0.034,0.026,69516.523,5206.075,-21897.808,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
74.588,932.510,93.308,-9.486,937.215,-0.256,-0.034,0.026,69525.828,5207.192,-21897.795,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
74.598,932.510,93.308,-9.486,937.215,-0.256,-0.034,0.026,69535.134,5208.309,-21897.783,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
74.608,932.510,93.308,-9.486,937.215,-0.256,-0.034,0.026,69544.439,5209.426,-21897.770,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
74.618,932.510,93.308,-9.486,937.215,-0.256,-0.034,0.026,69553.744,5210.543,-21897.757,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
74.628,932.510,93.308,-9.486,937.215,-0.256,-0.034,0.026,69563.050,5211.660,-21897.744,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
74.638,932.510,93.308,-9.486,937.215,-0.256,-0.034,0.026,69572.355,5212.777,-21897.732,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
74.648,932.510,93.308,-9.486,937.215,-0.256,-0.034,0.026,69581.661,5213.894,-21897.719,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
74.658,932.510,93.308,-9.486,937.215,-0.256,-0.034,0.026,69590.966,5215.011,-21897.706,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
74.668,932.510,93.308,-9.486,937.215,-0.256,-0.034,0.026,69600.271,5216.128,-21897.693,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
74.678,932.510,93.308,-9.486,937.215,-0.256,-0.034,0.026,69609.577,5217.245,-21897.680,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
74.688,932.510,93.308,-9.486,937.215,-0.256,-0.034,0.026,69618.882,5218.362,-21897.668,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
74.698,932.510,93.308,-9.486,937.215,-0.256,-0.034,0.026,69628.187,5219.478,-21897.655,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
74.708,932.510,93.308,-9.486,937.215,-0.256,-0.034,0.026,69637.493,5220.595,-21897.642,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
74.718,932.510,93.308,-9.486,937.215,-0.256,-0.034,0.026,69646.798,5221.712,-21897.629,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
74.728,932.510,93.308,-9.486,937.215,-0.256,-0.034,0.026,69656.103,5222.829,-21897.616,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
74.738,932.510,93.308,-9.486,937.215,-0.256,-0.034,0.026,69665.409,5223.946,-21897.604,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
74.748,932.510,93.308,-9.486,937.215,-0.256,-0.034,0.026,69674.714,5225.062,-21897.591,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
74.758,932.510,93.308,-9.485,937.215,-0.256,-0.034,0.026,69684.019,5226.179,-21897.578,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
74.768,932.510,93.308,-9.485,937.215,-0.256,-0.034,0.026,69693.325,5227.296,-21897.565,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
74.778,932.510,93.308,-9.485,937.215,-0.256,-0.034,0.026,69702.630,5228.413,-21897.553,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
74.788,932.510,93.308,-9.485,937.215,-0.256,-0.034,0.026,69711.936,5229.529,-21897.540,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
74.798,932.510,93.308,-9.485,937.215,-0.256,-0.034,0.026,69721.241,5230.646,-21897.527,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
74.808,932.510,93.308,-9.485,937.215,-0.256,-0.034,0.026,69730.546,5231.763,-21897.514,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
74.818,932.510,93.308,-9.485,937.215,-0.256,-0.034,0.026,69739.852,5232.879,-21897.501,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
74.828,932.510,93.308,-9.485,937.215,-0.256,-0.034,0.026,69749.157,5233.996,-21897.489,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
74.838,932.510,93.308,-9.485,937.215,-0.256,-0.034,0.026,69758.462,5235.113,-21897.476,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
74.848,932.510,93.308,-9.485,937.215,-0.256,-0.034,0.026,69767.768,5236.229,-21897.463,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
74.858,932.510,93.308,-9.485,937.215,-0.256,-0.034,0.026,69777.073,5237.346,-21897.450,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
74.868,932.510,93.308,-9.485,937.215,-0.256,-0.034,0.026,69786.379,5238.462,-21897.438,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
74.878,932.510,93.308,-9.485,937.215,-0.256,-0.034,0.026,69795.684,5239.579,-21897.425,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
74.888,932.510,93.308,-9.485,937.215,-0.256,-0.034,0.026,69804.989,5240.696,-21897.412,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
74.898,932.510,93.308,-9.485,937.215,-0.256,-0.034,0.026,69814.295,5241.812,-21897.399,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
74.908,932.510,93.308,-9.485,937.215,-0.256,-0.034,0.026,69823.600,5242.929,-21897.386,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
74.918,932.510,93.308,-9.485,937.215,-0.256,-0.034,0.026,69832.906,5244.045,-21897.374,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
74.928,932.510,93.308,-9.485,937.215,-0.256,-0.034,0.026,69842.211,5245.162,-21897.361,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
74.938,932.510,93.308,-9.485,937.215,-0.256,-0.034,0.026,69851.516,5246.278,-21897.348,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
74.948,932.510,93.308,-9.485,937.215,-0.256,-0.034,0.026,69860.822,5247.394,-21897.335,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
74.958,932.510,93.308,-9.485,937.215,-0.256,-0.034,0.026,69870.127,5248.511,-21897.323,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
74.968,932.510,93.308,-9.485,937.215,-0.256,-0.034,0.026,69879.433,5249.627,-21897.310,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
74.978,932.510,93.308,-9.485,937.215,-0.256,-0.034,0.025,69888.738,5250.744,-21897.297,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
74.988,932.510,93.308,-9.485,937.215,-0.256,-0.034,0.025,69898.043,5251.860,-21897.284,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
74.998,932.510,93.308,-9.485,937.215,-0.256,-0.034,0.025,69907.349,5252.976,-21897.271,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
75.008,932.510,93.308,-9.485,937.215,-0.256,-0.034,0.025,69916.654,5254.093,-21897.259,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
75.018,932.510,93.308,-9.485,937.215,-0.256,-0.034,0.025,69925.960,5255.209,-21897.246,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
75.028,932.510,93.308,-9.485,937.215,-0.256,-0.034,0.025,69935.265,5256.325,-21897.233,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
75.038,932.510,93.308,-9.484,937.215,-0.256,-0.034,0.025,69944.571,5257.442,-21897.220,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
75.048,932.510,93.308,-9.484,937.215,-0.256,-0.034,0.025,69953.876,5258.558,-21897.208,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
75.058,932.510,93.308,-9.484,937.215,-0.256,-0.034,0.025,69963.181,5259.674,-21897.195,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
75.068,932.510,93.308,-9.484,937.215,-0.256,-0.034,0.025,69972.487,5260.790,-21897.182,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
75.078,932.510,93.308,-9.484,937.215,-0.256,-0.034,0.025,69981.792,5261.907,-21897.169,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
75.088,932.510,93.308,-9.484,937.215,-0.256,-0.034,0.025,69991.098,5263.023,-21897.156,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
75.098,932.510,93.308,-9.484,937.215,-0.256,-0.034,0.025,70000.403,5264.139,-21897.144,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
75.108,932.510,93.308,-9.484,937.215,-0.256,-0.034,0.025,70009.709,5265.255,-21897.131,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
75.118,932.510,93.308,-9.484,937.215,-0.256,-0.034,0.025,70019.014,5266.371,-21897.118,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
75.128,932.510,93.308,-9.484,937.215,-0.256,-0.034,0.025,70028.319,5267.488,-21897.105,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
75.138,932.510,93.308,-9.484,937.215,-0.256,-0.034,0.025,70037.625,5268.604,-21897.093,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
75.148,932.510,93.308,-9.484,937.215,-0.256,-0.034,0.025,70046.930,5269.720,-21897.080,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
75.158,932.510,93.308,-9.484,937.215,-0.256,-0.034,0.025,70056.236,5270.836,-21897.067,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
75.168,932.510,93.308,-9.484,937.215,-0.256,-0.034,0.025,70065.541,5271.952,-21897.054,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
75.178,932.510,93.308,-9.484,937.215,-0.256,-0.034,0.025,70074.847,5273.068,-21897.041,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
75.188,932.510,93.308,-9.484,937.215,-0.256,-0.034,0.025,70084.152,5274.184,-21897.029,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
75.198,932.510,93.308,-9.484,937.215,-0.256,-0.034,0.025,70093.458,5275.300,-21897.016,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
75.208,932.510,93.308,-9.484,937.215,-0.256,-0.034,0.025,70102.763,5276.416,-21897.003,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
75.218,932.510,93.308,-9.484,937.215,-0.256,-0.034,0.025,70112.069,5277.532,-21896.990,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
75.228,932.510,93.308,-9.484,937.215,-0.256,-0.034,0.025,70121.374,5278.648,-21896.978,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
75.238,932.510,93.308,-9.484,937.215,-0.256,-0.034,0.025,70130.679,5279.764,-21896.965,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
75.248,932.510,93.308,-9.484,937.215,-0.256,-0.034,0.025,70139.985,5280.880,-21896.952,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
75.258,932.510,93.308,-9.484,937.215,-0.256,-0.034,0.025,70149.290,5281.996,-21896.939,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
75.268,932.510,93.308,-9.484,937.215,-0.256,-0.034,0.025,70158.596,5283.112,-21896.927,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
75.278,932.510,93.308,-9.484,937.215,-0.256,-0.034,0.025,70167.901,5284.228,-21896.914,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
75.288,932.510,93.308,-9.484,937.215,-0.256,-0.034,0.025,70177.207,5285.344,-21896.901,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
75.298,932.510,93.308,-9.484,937.215,-0.256,-0.034,0.025,70186.512,5286.459,-21896.888,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
75.308,932.510,93.308,-9.484,937.215,-0.256,-0.034,0.025,70195.818,5287.575,-21896.875,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
75.318,932.510,93.308,-9.484,937.215,-0.256,-0.034,0.025,70205.123,5288.691,-21896.863,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
75.328,932.510,93.308,-9.484,937.215,-0.256,-0.034,0.025,70214.429,5289.807,-21896.850,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
75.338,932.510,93.308,-9.484,937.215,-0.256,-0.034,0.025,70223.734,5290.923,-21896.837,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
75.348,932.510,93.308,-9.484,937.215,-0.256,-0.034,0.025,70233.040,5292.038,-21896.824,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
